eb,qb,pair,peak_C,peak_lag_tau_b,C_at_zero_lag
0.0,0.7,mdot1-mdot2,0.9956445414530493,0.0,0.9956445414530493
0.0,0.7,mdot1-rmin1,0.03281411709173297,800.0,0.0006696832755092489
0.0,0.7,mdot1-rmin2,0.06251927431708572,940.0,0.03606030129525079
0.0,0.7,mdot2-rmin1,0.03416554859384058,820.0,0.0034968534187974657
0.0,0.7,mdot2-rmin2,0.06175890800700912,960.0,0.03754528158867086
0.0,0.7,lambda-alpha1,-0.10308915701518527,-160.0,-0.057970650547643596
0.0,0.7,lambda-alpha2,-0.09693490567781421,-140.0,0.021292275484182045
0.0,0.7,lambda-mass_disk1,0.27693738094218984,-180.0,0.21750876648384698
0.0,0.7,lambda-mass_disk2,0.2728872419153321,-320.0,0.2329532615191253
0.1,0.7,lambda-rmin1,-0.7494609123703759,0.0,-0.7494609123703759
0.1,0.7,lambda-rmin2,0.5352361753330465,-10.0,0.5156276867866033
0.1,0.7,lambda-mdot1,-0.4966317084549663,10.0,-0.4952156260441583
0.1,0.7,lambda-mdot2,0.542893397003168,0.0,0.542893397003168
0.1,0.7,rmin1-rmin2,0.4869285362030337,-250.0,-0.16491930958032408
0.1,0.7,mdot1-mdot2,0.7435904101930265,-250.0,0.4107920410419414
0.1,0.7,mdot1-rmin1,0.5942010485947808,0.0,0.5942010485947808
0.1,0.7,mdot1-rmin2,0.46209572248882996,-240.0,0.08467249926730822
0.1,0.7,mdot2-rmin1,0.48599023442847045,250.0,-0.23444628059833866
0.1,0.7,mdot2-rmin2,0.6344375460964763,0.0,0.6344375460964763
0.1,0.7,lambda-alpha1,0.6817983930611827,20.0,0.674152270914447
0.1,0.7,lambda-alpha2,-0.5609389777314856,0.0,-0.5609389777314856
0.1,0.7,lambda-mass_disk1,0.269360522715756,200.0,-0.19532249311886138
0.1,0.7,lambda-mass_disk2,-0.6268314666882164,10.0,-0.5357749087847069
0.2,0.7,lambda-rmin1,0.341736569160315,20.0,-0.11434373487067294
0.2,0.7,lambda-rmin2,0.39181382699568146,0.0,0.39181382699568146
0.2,0.7,lambda-mdot1,-0.2775671088679986,-10.0,-0.1795781966597579
0.2,0.7,lambda-mdot2,-0.31660950065766635,-20.0,-0.03862861313075678
0.2,0.7,rmin1-rmin2,-0.29995097034020074,10.0,-0.08704381143625418
0.2,0.7,mdot1-mdot2,0.9895267560988077,0.0,0.9895267560988077
0.2,0.7,mdot1-rmin1,-0.41139080318558746,-10.0,-0.3330863290903963
0.2,0.7,mdot1-rmin2,0.23721686320693394,-990.0,0.2201940145500035
0.2,0.7,mdot2-rmin1,-0.45713624466063363,-10.0,-0.35364379909672194
0.2,0.7,mdot2-rmin2,0.2807246612456212,0.0,0.2807246612456212
0.2,0.7,lambda-alpha1,0.3061798646777836,0.0,0.3061798646777836
0.2,0.7,lambda-alpha2,-0.35562585132502367,-20.0,0.15360192888295487
0.2,0.7,lambda-mass_disk1,-0.2978544997974538,-20.0,-0.09823341804789419
0.2,0.7,lambda-mass_disk2,-0.5609773941289912,10.0,-0.3556418406205593
0.3,0.7,lambda-rmin1,-0.4476756378580613,-10.0,-0.23951870121967941
0.3,0.7,lambda-rmin2,0.45116832326020023,0.0,0.45116832326020023
0.3,0.7,lambda-mdot1,0.17793935769821614,10.0,0.1191523508489754
0.3,0.7,lambda-mdot2,0.28376886626134046,0.0,0.28376886626134046
0.3,0.7,rmin1-rmin2,-0.26153757309743453,10.0,-0.11369025332572548
0.3,0.7,mdot1-mdot2,0.985369127391193,0.0,0.985369127391193
0.3,0.7,mdot1-rmin1,-0.3907971673442901,-20.0,-0.2941300553585346
0.3,0.7,mdot1-rmin2,-0.14315286725689913,10.0,-0.049450137939990174
0.3,0.7,mdot2-rmin1,-0.44825053965820133,-10.0,-0.32233300326929726
0.3,0.7,mdot2-rmin2,-0.1737266847956156,20.0,0.027870552211572974
0.3,0.7,lambda-alpha1,-0.4975034878532161,0.0,-0.4975034878532161
0.3,0.7,lambda-alpha2,0.2311580221550188,0.0,0.2311580221550188
0.3,0.7,lambda-mass_disk1,0.3008659177162409,0.0,0.3008659177162409
0.3,0.7,lambda-mass_disk2,0.1413600779032172,10.0,-0.07582066468871553
0.4,0.7,lambda-rmin1,-0.17796697615415413,60.0,-0.015610213345387761
0.4,0.7,lambda-rmin2,-0.5792078822214191,-200.0,0.20333272651517387
0.4,0.7,lambda-mdot1,-0.7407231938090074,0.0,-0.7407231938090074
0.4,0.7,lambda-mdot2,0.7889972594231872,0.0,0.7889972594231872
0.4,0.7,rmin1-rmin2,-0.22356876024666622,50.0,0.11063974213591454
0.4,0.7,mdot1-mdot2,0.5356779459528914,240.0,-0.4085911621130541
0.4,0.7,mdot1-rmin1,0.20084261048679522,100.0,-0.11624664812678057
0.4,0.7,mdot1-rmin2,-0.5334338017069725,120.0,-0.3014556476176667
0.4,0.7,mdot2-rmin1,-0.2581990022377782,50.0,-0.16581809682026993
0.4,0.7,mdot2-rmin2,-0.5370123212426102,-190.0,0.21433820673923454
0.4,0.7,lambda-alpha1,0.26844566657406965,-210.0,-0.02404663396326319
0.4,0.7,lambda-alpha2,0.6505358450348846,0.0,0.6505358450348846
0.4,0.7,lambda-mass_disk1,-0.22646148539773123,-170.0,-0.12957417936841198
0.4,0.7,lambda-mass_disk2,-0.5938531566048638,0.0,-0.5938531566048638
0.5,0.7,lambda-rmin1,-0.5215432618646363,40.0,-0.396233086345749
0.5,0.7,lambda-rmin2,0.6576373867104208,40.0,0.46270209593088746
0.5,0.7,lambda-mdot1,-0.7283714819012026,0.0,-0.7283714819012026
0.5,0.7,lambda-mdot2,0.8444096745547283,0.0,0.8444096745547283
0.5,0.7,rmin1-rmin2,-0.8081091691181009,10.0,-0.7794331663123091
0.5,0.7,mdot1-mdot2,-0.6381658462355057,10.0,-0.616710938232925
0.5,0.7,mdot1-rmin1,0.7316065472873761,40.0,0.4144390883339674
0.5,0.7,mdot1-rmin2,-0.7397612277257593,50.0,-0.4413344255185125
0.5,0.7,mdot2-rmin1,-0.6478598542334616,30.0,-0.538416382595727
0.5,0.7,mdot2-rmin2,0.744591065683365,40.0,0.5399864355909308
0.5,0.7,lambda-alpha1,0.2904949819626946,100.0,0.0629272874461743
0.5,0.7,lambda-alpha2,0.4692269068219595,-30.0,0.4688179657876917
0.5,0.7,lambda-mass_disk1,0.3502314943197619,50.0,-0.09249906257570886
0.5,0.7,lambda-mass_disk2,-0.4662753527124856,0.0,-0.4662753527124856
0.6,0.7,lambda-rmin1,-0.7742392275486911,-400.0,-0.6045238182915845
0.6,0.7,lambda-rmin2,0.9237368952520029,60.0,0.5560499669924958
0.6,0.7,lambda-mdot1,-0.8756688811969401,0.0,-0.8756688811969401
0.6,0.7,lambda-mdot2,0.9135777836900961,0.0,0.9135777836900961
0.6,0.7,rmin1-rmin2,-0.9096589879071615,10.0,-0.9055336110103083
0.6,0.7,mdot1-mdot2,0.8406311184630008,200.0,-0.7738106752719613
0.6,0.7,mdot1-rmin1,0.8138316387258325,-410.0,0.6279942648757247
0.6,0.7,mdot1-rmin2,-0.8907321095449751,50.0,-0.617388952346636
0.6,0.7,mdot2-rmin1,-0.7603924889320662,-880.0,-0.5983193035322438
0.6,0.7,mdot2-rmin2,0.8795686065195906,50.0,0.5778149044917433
0.6,0.7,lambda-alpha1,0.6700763282248933,650.0,-0.5259398778895831
0.6,0.7,lambda-alpha2,0.2725432448378371,-650.0,-0.1415324268497514
0.6,0.7,lambda-mass_disk1,-0.46891664796391913,-150.0,0.09102301834371902
0.6,0.7,lambda-mass_disk2,0.2221929004256402,-10.0,0.19132066853479318
0.8,0.7,lambda-rmin1,0.8679627534091551,-60.0,0.07867798281704261
0.8,0.7,lambda-rmin2,-0.7980535444919606,-60.0,-0.19015874894632515
0.8,0.7,lambda-mdot1,-0.7715975941220463,0.0,-0.7715975941220463
0.8,0.7,lambda-mdot2,0.7657637924054005,0.0,0.7657637924054005
0.8,0.7,rmin1-rmin2,0.8479817229133584,140.0,-0.824476051772086
0.8,0.7,mdot1-mdot2,0.8795022694172409,150.0,-0.5300640328524562
0.8,0.7,mdot1-rmin1,-0.731027098941691,-60.0,-0.14001997219777534
0.8,0.7,mdot1-rmin2,0.7494344373627518,220.0,0.2055237027630881
0.8,0.7,mdot2-rmin1,0.8272582239366754,-60.0,0.10795266907882013
0.8,0.7,mdot2-rmin2,-0.8066129835766995,-60.0,-0.09437961900918859
0.8,0.7,lambda-alpha1,0.5919227128108644,110.0,-0.45927710978611874
0.8,0.7,lambda-alpha2,0.7973808794930055,-40.0,0.1002763667876095
0.8,0.7,lambda-mass_disk1,0.7666812112138464,40.0,0.21237123544351685
0.8,0.7,lambda-mass_disk2,0.5839357465207435,-90.0,-0.4786832041877167
0.0,0.8,lambda-rmin1,0.10879906985308284,-600.0,0.030252203366700293
0.0,0.8,lambda-rmin2,0.13019391687115892,-450.0,-0.008737967259512409
0.0,0.8,lambda-mdot1,0.3251150316763161,50.0,0.2708127270466144
0.0,0.8,lambda-mdot2,0.3561499860807339,0.0,0.3561499860807339
0.0,0.8,rmin1-rmin2,0.8920708360350876,150.0,-0.11387017191278566
0.0,0.8,mdot1-mdot2,0.9957401222610367,0.0,0.9957401222610367
0.0,0.8,mdot1-rmin1,0.05440670887310801,470.0,0.03251547635478084
0.0,0.8,mdot1-rmin2,0.06574432148442837,-110.0,0.042639337628284445
0.0,0.8,mdot2-rmin1,0.06059682681318,480.0,0.03522126999805752
0.0,0.8,mdot2-rmin2,0.06674835505320237,-150.0,0.04225606074643842
0.0,0.8,lambda-alpha1,-0.12132313520941808,780.0,-0.05740727886858206
0.0,0.8,lambda-alpha2,-0.13614006773559467,-730.0,0.0370732170389406
0.0,0.8,lambda-mass_disk1,0.3119532313828897,-210.0,0.2827112323479681
0.0,0.8,lambda-mass_disk2,0.310676631273478,-70.0,0.2727751167457919
0.1,0.8,lambda-rmin1,-0.6890832482846151,0.0,-0.6890832482846151
0.1,0.8,lambda-rmin2,0.6388111467316264,-10.0,0.636817897385576
0.1,0.8,lambda-mdot1,0.4523298137604608,260.0,-0.44166461608880686
0.1,0.8,lambda-mdot2,0.6241724212624445,0.0,0.6241724212624445
0.1,0.8,rmin1-rmin2,0.5106494873279784,-260.0,-0.23090188820034918
0.1,0.8,mdot1-mdot2,0.6781942427480774,320.0,0.36762057760792943
0.1,0.8,mdot1-rmin1,0.6168358566487245,0.0,0.6168358566487245
0.1,0.8,mdot1-rmin2,0.4503469008912724,-270.0,-0.0076974676912312376
0.1,0.8,mdot2-rmin1,0.456076934718315,250.0,-0.2093956617196312
0.1,0.8,mdot2-rmin2,0.6525056207228972,0.0,0.6525056207228972
0.1,0.8,lambda-alpha1,0.679252684115911,30.0,0.6313194342034686
0.1,0.8,lambda-alpha2,0.5830449477844496,-210.0,-0.5302706749738283
0.1,0.8,lambda-mass_disk1,0.18961443128331443,260.0,-0.08779122010311377
0.1,0.8,lambda-mass_disk2,-0.46744785374585096,40.0,-0.39510121592484343
0.2,0.8,lambda-rmin1,0.40002680249387085,20.0,-0.22320766082734186
0.2,0.8,lambda-rmin2,0.390912090674274,0.0,0.390912090674274
0.2,0.8,lambda-mdot1,-0.4508503655791106,-10.0,-0.36538780010064925
0.2,0.8,lambda-mdot2,-0.44698362377169876,-10.0,-0.2460490710156471
0.2,0.8,rmin1-rmin2,-0.3139490748266571,10.0,-0.057640624356103475
0.2,0.8,mdot1-mdot2,0.9916738499947483,0.0,0.9916738499947483
0.2,0.8,mdot1-rmin1,-0.3860791963560314,-10.0,-0.25671590839615416
0.2,0.8,mdot1-rmin2,0.1491081051868861,-10.0,0.11571604287868549
0.2,0.8,mdot2-rmin1,-0.41338958075623305,-10.0,-0.2925114239066746
0.2,0.8,mdot2-rmin2,0.17464446927367383,0.0,0.17464446927367383
0.2,0.8,lambda-alpha1,-0.3128640350171014,-20.0,0.21623927835763682
0.2,0.8,lambda-alpha2,0.36581437355560414,10.0,0.15934020664803217
0.2,0.8,lambda-mass_disk1,-0.460479807463554,-10.0,-0.2973072204891392
0.2,0.8,lambda-mass_disk2,-0.5774022900898824,10.0,-0.403429826409804
0.3,0.8,lambda-rmin1,0.2832725842481774,-30.0,-0.022899904683178558
0.3,0.8,lambda-rmin2,-0.18896185937269772,-30.0,-0.07965026503377402
0.3,0.8,lambda-mdot1,-0.18496761469553127,-20.0,0.13147458672697343
0.3,0.8,lambda-mdot2,0.4584133695418994,0.0,0.4584133695418994
0.3,0.8,rmin1-rmin2,0.19465269257918952,-20.0,-0.049383120124246546
0.3,0.8,mdot1-mdot2,0.9395743330419569,0.0,0.9395743330419569
0.3,0.8,mdot1-rmin1,-0.3375502927020326,-10.0,-0.15005393987714166
0.3,0.8,mdot1-rmin2,-0.17760470660009398,10.0,-0.05797193675834892
0.3,0.8,mdot2-rmin1,-0.37887579170711866,-10.0,-0.13474865981921058
0.3,0.8,mdot2-rmin2,-0.21627130403388853,10.0,-0.0755344072670318
0.3,0.8,lambda-alpha1,0.20793532230879147,-30.0,0.1298177707235124
0.3,0.8,lambda-alpha2,0.16324029985291544,0.0,0.16324029985291544
0.3,0.8,lambda-mass_disk1,0.38864736784788656,0.0,0.38864736784788656
0.3,0.8,lambda-mass_disk2,-0.5879529684526705,0.0,-0.5879529684526705
0.4,0.8,lambda-rmin1,0.20780208237742565,-80.0,0.0038404753540100815
0.4,0.8,lambda-rmin2,-0.45145887498159315,-200.0,0.0814747136669042
0.4,0.8,lambda-mdot1,-0.7341935779870198,0.0,-0.7341935779870198
0.4,0.8,lambda-mdot2,0.7893122675166019,0.0,0.7893122675166019
0.4,0.8,rmin1-rmin2,-0.18868245038882367,40.0,0.09888572504867194
0.4,0.8,mdot1-mdot2,0.42421831643742464,270.0,-0.39638177974705646
0.4,0.8,mdot1-rmin1,-0.20870010811581022,-180.0,-0.10895647269279654
0.4,0.8,mdot1-rmin2,-0.4026817299176207,100.0,-0.15631353054816896
0.4,0.8,mdot2-rmin1,0.21592845990482007,-80.0,-0.11226619889634054
0.4,0.8,mdot2-rmin2,-0.4088671616916616,-200.0,0.14455067889227546
0.4,0.8,lambda-alpha1,0.2974724074587089,-230.0,0.12966068141122222
0.4,0.8,lambda-alpha2,0.6192087819998543,0.0,0.6192087819998543
0.4,0.8,lambda-mass_disk1,-0.36503241921112006,-220.0,-0.16359278502105987
0.4,0.8,lambda-mass_disk2,-0.5723739992816377,0.0,-0.5723739992816377
0.5,0.8,lambda-rmin1,-0.778723393000412,40.0,-0.6728761121585562
0.5,0.8,lambda-rmin2,0.8822665965070842,30.0,0.6963709392464208
0.5,0.8,lambda-mdot1,-0.8533921079720233,0.0,-0.8533921079720233
0.5,0.8,lambda-mdot2,0.8564460027332058,0.0,0.8564460027332058
0.5,0.8,rmin1-rmin2,0.8885033607651617,190.0,-0.8547958466875428
0.5,0.8,mdot1-mdot2,0.8822583479386402,170.0,-0.7174078016891933
0.5,0.8,mdot1-rmin1,0.7664054940756491,40.0,0.5638032609635116
0.5,0.8,mdot1-rmin2,-0.8362576667124604,40.0,-0.6614510653019194
0.5,0.8,mdot2-rmin1,-0.7528401900862995,30.0,-0.6180619865907976
0.5,0.8,mdot2-rmin2,-0.8321055161248456,-140.0,0.538924265911273
0.5,0.8,lambda-alpha1,0.5922020812167647,160.0,-0.5216635571893291
0.5,0.8,lambda-alpha2,-0.70784330398133,160.0,0.6787704661261099
0.5,0.8,lambda-mass_disk1,-0.46920989459691437,520.0,0.14548559256762447
0.5,0.8,lambda-mass_disk2,0.4815698720881309,-550.0,-0.3002151432026483
0.6,0.8,lambda-rmin1,0.8919616819957775,-130.0,-0.5933202297364065
0.6,0.8,lambda-rmin2,-0.9412679151554473,-140.0,0.522068135063588
0.6,0.8,lambda-mdot1,0.9040159854417861,1000.0,-0.8724417140947532
0.6,0.8,lambda-mdot2,0.9206978896243603,0.0,0.9206978896243603
0.6,0.8,rmin1-rmin2,0.9279889166162988,200.0,-0.9231004870879834
0.6,0.8,mdot1-mdot2,0.9457342326406487,190.0,-0.80649214964754
0.6,0.8,mdot1-rmin1,0.8441430334276443,-750.0,0.5760017485682459
0.6,0.8,mdot1-rmin2,0.8864811413568559,-940.0,-0.5655626458258208
0.6,0.8,mdot2-rmin1,-0.830559786473516,-750.0,-0.5988412978836597
0.6,0.8,mdot2-rmin2,0.8999461269164407,850.0,0.5623481869518222
0.6,0.8,lambda-alpha1,-0.718318640316156,-30.0,-0.6588694710085968
0.6,0.8,lambda-alpha2,0.35478162899793286,810.0,0.3299104608216578
0.6,0.8,lambda-mass_disk1,-0.44609380767374174,-940.0,0.0615936243764224
0.6,0.8,lambda-mass_disk2,0.2788137969391678,780.0,0.20977749644985116
0.8,0.8,lambda-rmin1,0.9061907325881232,-50.0,0.21957816931956742
0.8,0.8,lambda-rmin2,-0.8340862290366075,210.0,-0.19186285352032562
0.8,0.8,lambda-mdot1,-0.7880829136193739,0.0,-0.7880829136193739
0.8,0.8,lambda-mdot2,0.7752622336181569,0.0,0.7752622336181569
0.8,0.8,rmin1-rmin2,-0.875455295421234,-10.0,-0.8379113486662874
0.8,0.8,mdot1-mdot2,0.8939468171895343,140.0,-0.5217002730934938
0.8,0.8,mdot1-rmin1,-0.7618544784063797,480.0,-0.2162013973996514
0.8,0.8,mdot1-rmin2,0.7953071978233609,210.0,0.22954790738759726
0.8,0.8,mdot2-rmin1,0.8254755536134246,-50.0,0.2528062544638545
0.8,0.8,mdot2-rmin2,0.8327964870302641,70.0,-0.0688627461346556
0.8,0.8,lambda-alpha1,0.6676915090350045,90.0,-0.4537395202749291
0.8,0.8,lambda-alpha2,0.7708788364233108,-30.0,0.24296810301710559
0.8,0.8,lambda-mass_disk1,0.8206610234881153,40.0,0.20082350297920415
0.8,0.8,lambda-mass_disk2,0.6575707306229497,-70.0,-0.3315431047923039
0.0,0.9,lambda-rmin1,0.10133070786398157,-150.0,0.0033099252479403393
0.0,0.9,lambda-rmin2,0.09329622049689665,520.0,0.06859387885986924
0.0,0.9,lambda-mdot1,0.17421149538867012,-50.0,0.11843282161601232
0.0,0.9,lambda-mdot2,0.21633542916921417,0.0,0.21633542916921417
0.0,0.9,rmin1-rmin2,0.8443329104802841,160.0,-0.1505951176628021
0.0,0.9,mdot1-mdot2,0.994823285008321,0.0,0.994823285008321
0.0,0.9,mdot1-rmin1,0.03875194751217581,140.0,-0.009919842573180496
0.0,0.9,mdot1-rmin2,0.04003603540792955,-770.0,0.011655478620372093
0.0,0.9,mdot2-rmin1,0.04616794397876761,690.0,-0.00821024605094549
0.0,0.9,mdot2-rmin2,0.04186534439806572,860.0,0.018484909132800775
0.0,0.9,lambda-alpha1,-0.10382491925808039,720.0,0.006647052851919
0.0,0.9,lambda-alpha2,0.10783564006871843,130.0,0.00951650226260475
0.0,0.9,lambda-mass_disk1,0.189282344454063,-30.0,0.14910844808573961
0.0,0.9,lambda-mass_disk2,0.18208766668448859,-190.0,0.1283533382048193
0.1,0.9,lambda-rmin1,-0.6482526916289116,-10.0,-0.6422097619045317
0.1,0.9,lambda-rmin2,0.6624301009506521,-10.0,0.6593799483526
0.1,0.9,lambda-mdot1,-0.5089155798656075,0.0,-0.5089155798656075
0.1,0.9,lambda-mdot2,0.6321755001354485,0.0,0.6321755001354485
0.1,0.9,rmin1-rmin2,0.5538176728083607,260.0,-0.19216101217507955
0.1,0.9,mdot1-mdot2,0.6861675555386618,260.0,0.28358351870604825
0.1,0.9,mdot1-rmin1,0.6255009637186264,0.0,0.6255009637186264
0.1,0.9,mdot1-rmin2,0.4706725238697963,250.0,-0.039788701239048055
0.1,0.9,mdot2-rmin1,0.4781725818672181,250.0,-0.2013594312157856
0.1,0.9,mdot2-rmin2,0.6919761833227404,0.0,0.6919761833227404
0.1,0.9,lambda-alpha1,0.6516833528763032,30.0,0.6243908451523649
0.1,0.9,lambda-alpha2,-0.6155655625377515,0.0,-0.6155655625377515
0.1,0.9,lambda-mass_disk1,0.14758895099562402,-610.0,-0.0034243533351565355
0.1,0.9,lambda-mass_disk2,-0.32516379721210237,40.0,-0.21572105146287068
0.2,0.9,lambda-rmin1,0.2971439514541861,-20.0,-0.05077530234041189
0.2,0.9,lambda-rmin2,0.29061598640290554,0.0,0.29061598640290554
0.2,0.9,lambda-mdot1,-0.390082753970864,-10.0,-0.3304970468974481
0.2,0.9,lambda-mdot2,-0.3873365792755836,-10.0,-0.20669111933990633
0.2,0.9,rmin1-rmin2,0.22266138254946444,-10.0,0.11364830623706261
0.2,0.9,mdot1-mdot2,0.9912925935206541,0.0,0.9912925935206541
0.2,0.9,mdot1-rmin1,-0.4249243148996198,-20.0,-0.32097815447216926
0.2,0.9,mdot1-rmin2,-0.34645625230099253,-30.0,-0.25678903650492213
0.2,0.9,mdot2-rmin1,-0.42974466124612176,-10.0,-0.33402267679369596
0.2,0.9,mdot2-rmin2,-0.3529839174942335,20.0,-0.22979641459725525
0.2,0.9,lambda-alpha1,-0.32265889518708696,-10.0,0.16168168413360878
0.2,0.9,lambda-alpha2,0.20454283669490675,-30.0,0.18829949248301242
0.2,0.9,lambda-mass_disk1,-0.4241352051388762,-10.0,-0.23685086115963339
0.2,0.9,lambda-mass_disk2,-0.4069689250552054,0.0,-0.4069689250552054
0.3,0.9,lambda-rmin1,-0.23200913121784453,0.0,-0.23200913121784453
0.3,0.9,lambda-rmin2,-0.3076005795796233,0.0,-0.3076005795796233
0.3,0.9,lambda-mdot1,-0.22286285953550608,-10.0,-0.0982609738889239
0.3,0.9,lambda-mdot2,0.7697071258792355,0.0,0.7697071258792355
0.3,0.9,rmin1-rmin2,0.23994856796797806,0.0,0.23994856796797806
0.3,0.9,mdot1-mdot2,0.5352315624903491,-20.0,0.5202584594915578
0.3,0.9,mdot1-rmin1,-0.1464866104639361,-10.0,-0.03913789579472757
0.3,0.9,mdot1-rmin2,0.096317543380817,20.0,0.03509708499032425
0.3,0.9,mdot2-rmin1,-0.22362015602222654,-10.0,-0.21346551827436577
0.3,0.9,mdot2-rmin2,-0.25888137141276557,0.0,-0.25888137141276557
0.3,0.9,lambda-alpha1,0.2506843723975678,0.0,0.2506843723975678
0.3,0.9,lambda-alpha2,0.3524945639944899,0.0,0.3524945639944899
0.3,0.9,lambda-mass_disk1,0.28311824781319284,0.0,0.28311824781319284
0.3,0.9,lambda-mass_disk2,-0.5921069072397175,0.0,-0.5921069072397175
0.4,0.9,lambda-rmin1,0.22302031678551762,-180.0,-0.10197034078726062
0.4,0.9,lambda-rmin2,-0.4254213274226795,-170.0,-0.08716856766566637
0.4,0.9,lambda-mdot1,-0.7309908984907114,0.0,-0.7309908984907114
0.4,0.9,lambda-mdot2,0.8586816326573992,0.0,0.8586816326573992
0.4,0.9,rmin1-rmin2,0.20433995844315342,0.0,0.20433995844315342
0.4,0.9,mdot1-mdot2,0.5861313674743279,-400.0,-0.5085007895803272
0.4,0.9,mdot1-rmin1,-0.18594486254125764,-200.0,-0.15016628012508254
0.4,0.9,mdot1-rmin2,-0.4379825730934485,190.0,-0.06192676944734628
0.4,0.9,mdot2-rmin1,-0.2654627178166061,50.0,-0.17104668223115094
0.4,0.9,mdot2-rmin2,-0.4244695877249407,-190.0,-0.09399978050643513
0.4,0.9,lambda-alpha1,-0.10790310190906921,-20.0,0.025795310731958142
0.4,0.9,lambda-alpha2,0.5746303622562174,0.0,0.5746303622562174
0.4,0.9,lambda-mass_disk1,-0.19980985587688518,-260.0,-0.02860519892006399
0.4,0.9,lambda-mass_disk2,-0.6361713416824223,0.0,-0.6361713416824223
0.5,0.9,lambda-rmin1,-0.8583908607690813,410.0,-0.7224131435033739
0.5,0.9,lambda-rmin2,-0.9032353066134473,220.0,0.6937380045785243
0.5,0.9,lambda-mdot1,0.8897821611185218,-190.0,-0.8868774172612357
0.5,0.9,lambda-mdot2,0.9007390827332836,0.0,0.9007390827332836
0.5,0.9,rmin1-rmin2,0.9706225068177449,190.0,-0.9334863208806681
0.5,0.9,mdot1-mdot2,0.9341413090823174,180.0,-0.7854744796526798
0.5,0.9,mdot1-rmin1,0.8229905642153209,790.0,0.6073197448642709
0.5,0.9,mdot1-rmin2,0.8474727422205809,980.0,-0.6228918536980531
0.5,0.9,mdot2-rmin1,-0.8309644915175535,790.0,-0.6516179927538637
0.5,0.9,mdot2-rmin2,-0.8627979643488545,980.0,0.5899000657571711
0.5,0.9,lambda-alpha1,0.6918839831876687,-210.0,-0.5975023217493274
0.5,0.9,lambda-alpha2,0.7599665670584295,0.0,0.7599665670584295
0.5,0.9,lambda-mass_disk1,-0.553945638756865,150.0,0.21120476404051236
0.5,0.9,lambda-mass_disk2,0.4883667920429692,-180.0,-0.38358194744507246
0.6,0.9,lambda-rmin1,0.9352066880607688,610.0,-0.6149986826377275
0.6,0.9,lambda-rmin2,0.9580358807421883,50.0,0.5837393603166415
0.6,0.9,lambda-mdot1,0.9264391377628468,-930.0,-0.8790444224726223
0.6,0.9,lambda-mdot2,0.9256370177296326,0.0,0.9256370177296326
0.6,0.9,rmin1-rmin2,0.970278006023194,190.0,-0.9350800439625879
0.6,0.9,mdot1-mdot2,0.9797670977606148,-190.0,-0.8217080009063567
0.6,0.9,mdot1-rmin1,0.8724392351884077,-700.0,0.56896508707965
0.6,0.9,mdot1-rmin2,0.905578722491554,980.0,-0.5797221590354511
0.6,0.9,mdot2-rmin1,0.8743611141858454,-880.0,-0.5925253713141265
0.6,0.9,mdot2-rmin2,0.9092518542987257,-690.0,0.5832598896310253
0.6,0.9,lambda-alpha1,0.8350961011705397,180.0,-0.7535978715649766
0.6,0.9,lambda-alpha2,0.6297874137857942,730.0,0.5830612884886062
0.6,0.9,lambda-mass_disk1,-0.2722420727638364,590.0,-0.027242538124191567
0.6,0.9,lambda-mass_disk2,-0.23643239557043808,940.0,0.06578360880081678
0.8,0.9,lambda-rmin1,0.8918415105961561,-50.0,0.19672874311245037
0.8,0.9,lambda-rmin2,0.8774916890170786,70.0,-0.20865358813811177
0.8,0.9,lambda-mdot1,-0.8012757866243982,0.0,-0.8012757866243982
0.8,0.9,lambda-mdot2,-0.776322207576999,130.0,0.7349023046865277
0.8,0.9,rmin1-rmin2,0.9082639347206528,120.0,-0.8447817240396627
0.8,0.9,mdot1-mdot2,0.9371923617706476,130.0,-0.4942422627702622
0.8,0.9,mdot1-rmin1,0.7655246794473596,80.0,-0.18555490413996692
0.8,0.9,mdot1-rmin2,0.7926858916208488,200.0,0.25193579708675023
0.8,0.9,mdot2-rmin1,0.7863859213137889,-50.0,0.1929801017199127
0.8,0.9,mdot2-rmin2,0.8238592176105616,70.0,-0.041334731168740146
0.8,0.9,lambda-alpha1,0.7394266536456638,-160.0,-0.4097841893776652
0.8,0.9,lambda-alpha2,0.7514471913482631,-30.0,0.2921463600927345
0.8,0.9,lambda-mass_disk1,0.7922356297130698,50.0,0.10264737439916034
0.8,0.9,lambda-mass_disk2,0.6686291728101372,-70.0,-0.2973516516957846
0.0,1.0,lambda-rmin1,0.08665618300169307,-540.0,0.061318887941812526
0.0,1.0,lambda-rmin2,0.08253537920982176,-380.0,-0.043036402029961326
0.0,1.0,lambda-mdot1,-0.07928466632936011,0.0,-0.07928466632936011
0.0,1.0,lambda-mdot2,-0.05662895613232657,850.0,0.026132994838836073
0.0,1.0,rmin1-rmin2,0.799582057234322,160.0,-0.1356385366850456
0.0,1.0,mdot1-mdot2,0.9941630257494972,0.0,0.9941630257494972
0.0,1.0,mdot1-rmin1,0.057135939017886724,480.0,0.01572315306727265
0.0,1.0,mdot1-rmin2,0.04333059813264528,640.0,0.019880522222856033
0.0,1.0,mdot2-rmin1,0.05658317489119603,490.0,0.022292344359419975
0.0,1.0,mdot2-rmin2,0.040192993166819097,650.0,0.015170951964792964
